"Periodo" "Id" "Mora_Avg" "Mora_Max" "Monto" "Num_Ifis" "Num_Cast" "Est_Civil" "Genero" "Plazo" "Cuota" "Ind_Pago" "Ind_Pago_Num" "Ind_Pago_Num_I0" "Ind_Pago_Num_I1" "Partition"
"893" 201201 2203 10 10 600 1 1 "Casado" "Masculino" 12 54.44 "Indte" -1 0 1 "1_Training"
"894" 201201 2204 6 6 900 0 0 "Soltero" "Masculino" 12 81.66 "Pay" 1 1 1 "1_Training"
"895" 201201 2206 0 0 700 0 0 "Union Libre" "Femenino" 12 63.51 "Pay" 1 1 1 "1_Training"
"896" 201201 2207 2 2 1100 0 1 "Casado" "Masculino" 18 69.14 "Pay" 1 1 1 "1_Training"
"897" 201201 2209 3 3 1300 0 0 "Soltero" "Femenino" 18 81.71 "Pay" 1 1 1 "1_Training"
"898" 201201 2210 0 0 1300 1 0 "Casado" "Femenino" 18 81.71 "Pay" 1 1 1 "1_Training"
"899" 201201 2211 3 3 1100 0 1 "Casado" "Femenino" 18 69.14 "Pay" 1 1 1 "1_Training"
"900" 201201 2212 4 4 1000 0 0 "Union Libre" "Femenino" 12 90.73 "Pay" 1 1 1 "1_Training"
"901" 201201 2213 0 0 700 0 0 "Casado" "Femenino" 12 63.51 "Pay" 1 1 1 "1_Training"
"902" 201201 2215 1 1 800 0 1 "Divorsiado" "Femenino" 12 72.58 "Pay" 1 1 1 "1_Training"
"903" 201201 2216 0 0 500 0 0 "Divorsiado" "Masculino" 6 87.27 "Pay" 1 1 1 "1_Training"
"904" 201201 2217 7 7 500 0 0 "Casado" "Femenino" 6 87.27 "Pay" 1 1 1 "1_Training"
"905" 201201 2218 1 1 1300 0 0 "Casado" "Masculino" 18 81.71 "Pay" 1 1 1 "1_Training"
"906" 201201 2219 0 0 1000 1 0 "Casado" "Masculino" 12 90.73 "Pay" 1 1 1 "1_Training"
"907" 201201 2220 6 6 500 1 0 "Casado" "Masculino" 6 87.27 "Pay" 1 1 1 "1_Training"
"908" 201201 2223 2 2 1200 1 0 "Casado" "Masculino" 18 75.43 "Pay" 1 1 1 "1_Training"
"909" 201201 2225 4 4 1500 0 0 "Soltero" "Femenino" 18 94.28 "Pay" 1 1 1 "1_Training"
"910" 201201 2227 1 2 1000 0 0 "Casado" "Femenino" 12 90.73 "Pay" 1 1 1 "1_Training"
"911" 201201 2228 4 4 900 0 0 "Union Libre" "Masculino" 12 81.66 "Pay" 1 1 1 "1_Training"
"912" 201201 2232 5 5 1500 1 0 "Casado" "Masculino" 18 94.28 "Pay" 1 1 1 "1_Training"
"913" 201201 2233 0 0 900 1 0 "Casado" "Masculino" 12 81.66 "Pay" 1 1 1 "1_Training"
"914" 201201 2234 2 2 1300 1 0 "Casado" "Femenino" 18 81.71 "Pay" 1 1 1 "1_Training"
"915" 201201 2248 1 4 1200 0 0 "Casado" "Masculino" 18 75.43 "Pay" 1 1 1 "1_Training"
"916" 201201 2249 0 0 1200 0 0 "Divorsiado" "Masculino" 18 75.43 "Pay" 1 1 1 "1_Training"
"917" 201201 2250 6 6 700 1 0 "Casado" "Masculino" 12 63.51 "Pay" 1 1 1 "1_Training"
"918" 201201 2254 0 0 1200 0 0 "Union Libre" "Masculino" 18 75.43 "Pay" 1 1 1 "1_Training"
"919" 201201 2255 0 0 1400 0 0 "Union Libre" "Masculino" 18 88 "Pay" 1 1 1 "1_Training"
"920" 201201 2257 2 2 600 0 0 "Union Libre" "Masculino" 12 54.44 "Pay" 1 1 1 "1_Training"
"921" 201201 2258 7 7 900 0 0 "Union Libre" "Masculino" 12 81.66 "Pay" 1 1 1 "1_Training"
"922" 201201 2263 3 3 1000 0 0 "Soltero" "Masculino" 12 90.73 "Pay" 1 1 1 "1_Training"
"923" 201201 2266 1 1 1100 1 0 "Viudo" "Masculino" 18 69.14 "Pay" 1 1 1 "1_Training"
"924" 201201 2269 0 0 1200 1 1 "Casado" "Femenino" 18 75.43 "Pay" 1 1 1 "1_Training"
"925" 201201 2271 0 0 1100 0 0 "Divorsiado" "Masculino" 18 69.14 "Pay" 1 1 1 "1_Training"
"926" 201201 2273 4 4 1400 0 0 "Union Libre" "Masculino" 18 88 "Pay" 1 1 1 "1_Training"
"927" 201201 2278 0 1 1100 0 0 "Divorsiado" "Masculino" 18 69.14 "Pay" 1 1 1 "1_Training"
"928" 201201 2279 7 7 900 1 0 "Divorsiado" "Masculino" 12 81.66 "Pay" 1 1 1 "1_Training"
"929" 201201 2286 0 1 800 0 0 "Divorsiado" "Masculino" 12 72.58 "Pay" 1 1 1 "1_Training"
"930" 201201 2288 2 2 1000 0 0 "Union Libre" "Femenino" 12 90.73 "Pay" 1 1 1 "1_Training"
"931" 201201 2296 0 0 700 0 1 "Divorsiado" "Masculino" 12 63.51 "Pay" 1 1 1 "1_Training"
"932" 201201 2300 0 0 700 0 0 "Casado" "Masculino" 12 63.51 "Pay" 1 1 1 "1_Training"
"933" 201201 2301 0 0 1300 0 0 "Divorsiado" "Masculino" 18 81.71 "Pay" 1 1 1 "1_Training"
"934" 201201 2307 2 2 900 0 0 "Casado" "Masculino" 12 81.66 "Pay" 1 1 1 "1_Training"
"935" 201201 2308 0 0 1000 1 0 "Union Libre" "Masculino" 12 90.73 "Pay" 1 1 1 "1_Training"
"936" 201201 2309 3 3 1500 0 0 "Casado" "Femenino" 18 94.28 "Pay" 1 1 1 "1_Training"
"937" 201201 2310 0 0 500 0 0 "Soltero" "Masculino" 6 87.27 "Pay" 1 1 1 "1_Training"
"938" 201201 2313 1 1 1300 0 0 "Divorsiado" "Masculino" 18 81.71 "Pay" 1 1 1 "1_Training"
"939" 201201 2314 0 0 800 0 0 "Casado" "Masculino" 12 72.58 "Pay" 1 1 1 "1_Training"
"940" 201201 2316 5 5 1200 0 0 "Union Libre" "Masculino" 18 75.43 "Pay" 1 1 1 "1_Training"
"941" 201201 2317 5 5 800 0 0 "Union Libre" "Masculino" 12 72.58 "Pay" 1 1 1 "1_Training"
"942" 201201 2320 3 5 900 0 0 "Soltero" "Masculino" 12 81.66 "Pay" 1 1 1 "1_Training"
"943" 201201 2324 5 5 1100 0 0 "Union Libre" "Masculino" 18 69.14 "Pay" 1 1 1 "1_Training"
"944" 201201 2326 4 4 1000 0 0 "Union Libre" "Masculino" 12 90.73 "Pay" 1 1 1 "1_Training"
"945" 201201 2333 5 5 1500 1 0 "Soltero" "Masculino" 18 94.28 "Pay" 1 1 1 "1_Training"
"946" 201201 2334 0 0 900 1 0 "Viudo" "Masculino" 12 81.66 "Pay" 1 1 1 "1_Training"
"947" 201201 2335 0 0 1500 0 0 "Casado" "Femenino" 18 94.28 "Pay" 1 1 1 "1_Training"
"948" 201201 2337 4 4 1300 0 0 "Soltero" "Masculino" 18 81.71 "Pay" 1 1 1 "1_Training"
"949" 201201 2338 2 2 1200 0 0 "Divorsiado" "Masculino" 18 75.43 "Pay" 1 1 1 "1_Training"
"950" 201201 2339 1 1 800 1 0 "Divorsiado" "Masculino" 12 72.58 "Pay" 1 1 1 "1_Training"
"951" 201201 2347 7 7 800 0 0 "Casado" "Masculino" 12 72.58 "Pay" 1 1 1 "1_Training"
"952" 201201 2349 1 3 900 0 0 "Divorsiado" "Masculino" 12 81.66 "Pay" 1 1 1 "1_Training"
"953" 201201 2351 3 3 700 1 0 "Union Libre" "Femenino" 12 63.51 "Pay" 1 1 1 "1_Training"
"954" 201201 2352 0 0 1000 0 0 "Union Libre" "Masculino" 12 90.73 "Pay" 1 1 1 "1_Training"
"955" 201201 2358 1 1 1500 0 0 "Casado" "Masculino" 18 94.28 "Pay" 1 1 1 "1_Training"
"956" 201201 2359 3 3 900 1 0 "Divorsiado" "Masculino" 12 81.66 "Pay" 1 1 1 "1_Training"
"957" 201201 2362 1 1 1200 0 0 "Union Libre" "Masculino" 18 75.43 "Pay" 1 1 1 "1_Training"
"958" 201201 2365 0 0 1600 0 1 "Soltero" "Femenino" 24 78.34 "Pay" 1 1 1 "1_Training"
"959" 201201 2367 1 1 700 0 0 "Soltero" "Masculino" 12 63.51 "Pay" 1 1 1 "1_Training"
"960" 201201 2369 4 4 1200 0 0 "Soltero" "Masculino" 18 75.43 "Pay" 1 1 1 "1_Training"
"961" 201201 2370 2 2 900 0 0 "Casado" "Masculino" 12 81.66 "Pay" 1 1 1 "1_Training"
"962" 201201 2371 0 0 800 1 0 "Casado" "Masculino" 12 72.58 "Pay" 1 1 1 "1_Training"
"963" 201201 2375 6 6 500 0 0 "Union Libre" "Masculino" 6 87.27 "Pay" 1 1 1 "1_Training"
"964" 201201 2380 4 4 700 0 0 "Casado" "Femenino" 12 63.51 "Pay" 1 1 1 "1_Training"
"965" 201201 2381 6 6 1200 0 0 "Divorsiado" "Femenino" 18 75.43 "Pay" 1 1 1 "1_Training"
"966" 201201 2382 2 4 1000 0 0 "Casado" "Masculino" 12 90.73 "Pay" 1 1 1 "1_Training"
"967" 201201 2385 5 5 600 0 0 "Divorsiado" "Masculino" 12 54.44 "Pay" 1 1 1 "1_Training"
"968" 201201 2388 4 4 900 1 0 "Divorsiado" "Femenino" 12 81.66 "Pay" 1 1 1 "1_Training"
"969" 201201 2390 1 1 800 0 0 "Divorsiado" "Femenino" 12 72.58 "Pay" 1 1 1 "1_Training"
"970" 201201 2391 3 5 1100 1 0 "Divorsiado" "Masculino" 18 69.14 "Pay" 1 1 1 "1_Training"
"971" 201201 2398 3 3 1100 0 0 "Soltero" "Masculino" 18 69.14 "Pay" 1 1 1 "1_Training"
"972" 201201 2402 0 1 1400 0 1 "Divorsiado" "Masculino" 18 88 "Pay" 1 1 1 "1_Training"
"973" 201201 2404 0 1 1100 0 0 "Soltero" "Masculino" 18 69.14 "Pay" 1 1 1 "1_Training"
"974" 201201 2411 2 2 1200 0 0 "Divorsiado" "Femenino" 18 75.43 "Pay" 1 1 1 "1_Training"
"975" 201201 2414 3 3 1000 1 0 "Divorsiado" "Masculino" 12 90.73 "Pay" 1 1 1 "1_Training"
"976" 201201 2418 0 0 700 1 0 "Soltero" "Masculino" 12 63.51 "Pay" 1 1 1 "1_Training"
"977" 201201 2419 1 3 1300 0 0 "Casado" "Masculino" 18 81.71 "Pay" 1 1 1 "1_Training"
"978" 201201 2421 2 2 1500 0 1 "Soltero" "Masculino" 18 94.28 "Pay" 1 1 1 "1_Training"
"979" 201201 2424 4 4 1500 0 0 "Divorsiado" "Masculino" 18 94.28 "Pay" 1 1 1 "1_Training"
"980" 201201 2425 2 4 1000 0 0 "Casado" "Masculino" 12 90.73 "Pay" 1 1 1 "1_Training"
"981" 201201 2426 1 1 900 0 0 "Casado" "Masculino" 12 81.66 "Pay" 1 1 1 "1_Training"
"982" 201201 2427 0 0 1100 0 1 "Divorsiado" "Femenino" 18 69.14 "Pay" 1 1 1 "1_Training"
"983" 201201 2436 2 2 700 1 0 "Casado" "Masculino" 12 63.51 "Pay" 1 1 1 "1_Training"
"984" 201201 2437 2 2 1400 1 0 "Divorsiado" "Masculino" 18 88 "Pay" 1 1 1 "1_Training"
"985" 201201 2439 2 4 1200 1 0 "Divorsiado" "Masculino" 18 75.43 "Pay" 1 1 1 "1_Training"
"986" 201201 2440 7 7 700 0 1 "Casado" "Femenino" 12 63.51 "Pay" 1 1 1 "1_Training"
"987" 201201 2441 2 2 1300 0 0 "Casado" "Femenino" 18 81.71 "Pay" 1 1 1 "1_Training"
"988" 201201 2443 2 2 700 0 0 "Soltero" "Femenino" 12 63.51 "Pay" 1 1 1 "1_Training"
"989" 201201 2444 2 4 1300 0 0 "Divorsiado" "Masculino" 18 81.71 "Pay" 1 1 1 "1_Training"
"990" 201201 2445 2 2 1400 0 0 "Casado" "Femenino" 18 88 "Pay" 1 1 1 "1_Training"
"991" 201201 2452 3 3 1100 0 0 "Casado" "Masculino" 18 69.14 "Pay" 1 1 1 "1_Training"
"992" 201201 2455 5 5 1200 1 0 "Casado" "Masculino" 18 75.43 "Pay" 1 1 1 "1_Training"
"993" 201201 2458 0 0 1600 1 0 "Viudo" "Masculino" 24 78.34 "Pay" 1 1 1 "1_Training"
"994" 201201 2459 6 6 800 0 0 "Casado" "Masculino" 12 72.58 "Pay" 1 1 1 "1_Training"
"995" 201201 2460 1 1 500 0 0 "Casado" "Masculino" 6 87.27 "Pay" 1 1 1 "1_Training"
"996" 201201 2462 4 4 600 0 0 "Casado" "Masculino" 12 54.44 "Pay" 1 1 1 "1_Training"
"997" 201201 2463 1 2 700 0 0 "Divorsiado" "Masculino" 12 63.51 "Pay" 1 1 1 "1_Training"
"998" 201201 2464 5 5 600 0 0 "Casado" "Masculino" 12 54.44 "Pay" 1 1 1 "1_Training"
"999" 201201 2466 0 0 900 1 0 "Soltero" "Masculino" 12 81.66 "Pay" 1 1 1 "1_Training"
"1000" 201201 2468 0 0 700 0 0 "Union Libre" "Masculino" 12 63.51 "Pay" 1 1 1 "1_Training"
"1001" 201201 2469 4 4 1300 0 0 "Casado" "Masculino" 18 81.71 "Pay" 1 1 1 "1_Training"
"1002" 201201 2475 3 5 1300 1 0 "Union Libre" "Femenino" 18 81.71 "Pay" 1 1 1 "1_Training"
"1003" 201201 2478 0 1 500 0 0 "Divorsiado" "Masculino" 6 87.27 "Pay" 1 1 1 "1_Training"
"1004" 201201 2479 1 1 1400 0 0 "Casado" "Masculino" 18 88 "Pay" 1 1 1 "1_Training"
"1005" 201201 2480 0 0 800 1 0 "Casado" "Masculino" 12 72.58 "Pay" 1 1 1 "1_Training"
"1006" 201201 2481 6 6 1100 1 0 "Casado" "Femenino" 18 69.14 "Pay" 1 1 1 "1_Training"
"1007" 201201 2491 5 5 1500 0 0 "Union Libre" "Masculino" 18 94.28 "Pay" 1 1 1 "1_Training"
"1008" 201201 2492 2 2 900 0 0 "Casado" "Femenino" 12 81.66 "Pay" 1 1 1 "1_Training"
"1009" 201201 2493 4 4 900 0 0 "Divorsiado" "Femenino" 12 81.66 "Pay" 1 1 1 "1_Training"
"1010" 201201 2494 3 3 1000 1 0 "Casado" "Masculino" 12 90.73 "Pay" 1 1 1 "1_Training"
"1011" 201201 2496 0 0 1700 0 0 "Soltero" "Masculino" 24 83.24 "Pay" 1 1 1 "1_Training"
"1012" 201201 2500 1 1 1400 0 0 "Divorsiado" "Femenino" 18 88 "Pay" 1 1 1 "1_Training"
"1013" 201201 2502 0 0 1000 0 0 "Divorsiado" "Masculino" 12 90.73 "Pay" 1 1 1 "1_Training"
"1014" 201201 2504 1 1 600 0 0 "Divorsiado" "Masculino" 12 54.44 "Pay" 1 1 1 "1_Training"
"1015" 201201 2505 2 2 800 1 0 "Divorsiado" "Femenino" 12 72.58 "Pay" 1 1 1 "1_Training"
"1016" 201201 2506 7 7 1000 0 0 "Casado" "Masculino" 12 90.73 "Pay" 1 1 1 "1_Training"
"1017" 201201 2507 2 2 1400 0 0 "Divorsiado" "Femenino" 18 88 "Pay" 1 1 1 "1_Training"
"1018" 201201 2511 8 8 800 0 0 "Soltero" "Masculino" 12 72.58 "Indte" -1 0 1 "1_Training"
"1019" 201201 2512 1 1 600 1 0 "Casado" "Masculino" 12 54.44 "Pay" 1 1 1 "1_Training"
"1020" 201201 2514 5 5 900 0 0 "Casado" "Femenino" 12 81.66 "Pay" 1 1 1 "1_Training"
"1021" 201201 2516 0 0 900 0 0 "Divorsiado" "Femenino" 12 81.66 "Pay" 1 1 1 "1_Training"
"1022" 201201 2517 0 0 700 0 0 "Casado" "Femenino" 12 63.51 "Pay" 1 1 1 "1_Training"
"1023" 201201 2518 9 9 900 1 0 "Soltero" "Masculino" 12 81.66 "Indte" -1 0 1 "1_Training"
"1024" 201201 2519 6 6 1200 1 0 "Soltero" "Femenino" 18 75.43 "Pay" 1 1 1 "1_Training"
"1025" 201201 2522 9 9 1200 1 0 "Divorsiado" "Masculino" 18 75.43 "Indte" -1 0 1 "1_Training"
"1026" 201201 2525 7 7 500 0 0 "Casado" "Femenino" 6 87.27 "Pay" 1 1 1 "1_Training"
"1027" 201201 2526 0 0 900 0 1 "Casado" "Femenino" 12 81.66 "Pay" 1 1 1 "1_Training"
"1028" 201201 2529 2 2 1000 0 0 "Casado" "Masculino" 12 90.73 "Pay" 1 1 1 "1_Training"
"1029" 201201 2532 3 3 1000 0 0 "Casado" "Masculino" 12 90.73 "Pay" 1 1 1 "1_Training"
"1030" 201201 2533 3 3 700 0 0 "Divorsiado" "Masculino" 12 63.51 "Pay" 1 1 1 "1_Training"
"1031" 201201 2542 0 1 900 1 0 "Viudo" "Masculino" 12 81.66 "Pay" 1 1 1 "1_Training"
"1032" 201201 2543 8 8 900 0 0 "Casado" "Masculino" 12 81.66 "Indte" -1 0 1 "1_Training"
"1033" 201201 2545 4 4 800 0 0 "Divorsiado" "Femenino" 12 72.58 "Pay" 1 1 1 "1_Training"
"1034" 201201 2549 0 0 1000 0 0 "Casado" "Masculino" 12 90.73 "Pay" 1 1 1 "1_Training"
"1035" 201201 2551 0 0 1200 0 0 "Casado" "Femenino" 18 75.43 "Pay" 1 1 1 "1_Training"
"1036" 201201 2552 4 4 900 0 0 "Casado" "Masculino" 12 81.66 "Pay" 1 1 1 "1_Training"
"1037" 201201 2555 0 1 1000 0 0 "Casado" "Femenino" 12 90.73 "Pay" 1 1 1 "1_Training"
"1038" 201201 2557 0 1 1000 1 0 "Soltero" "Masculino" 12 90.73 "Pay" 1 1 1 "1_Training"
"1039" 201201 2558 2 4 1100 0 0 "Union Libre" "Femenino" 18 69.14 "Pay" 1 1 1 "1_Training"
"1040" 201201 2560 0 0 800 0 0 "Soltero" "Femenino" 12 72.58 "Pay" 1 1 1 "1_Training"
"1041" 201201 2561 1 1 900 0 0 "Casado" "Femenino" 12 81.66 "Pay" 1 1 1 "1_Training"
"1042" 201201 2563 4 4 800 0 0 "Divorsiado" "Femenino" 12 72.58 "Pay" 1 1 1 "1_Training"
"1043" 201201 2564 2 4 700 0 0 "Casado" "Masculino" 12 63.51 "Pay" 1 1 1 "1_Training"
"1044" 201201 2566 0 0 1300 1 0 "Divorsiado" "Masculino" 18 81.71 "Pay" 1 1 1 "1_Training"
"1045" 201201 2567 0 0 1300 1 0 "Casado" "Masculino" 18 81.71 "Pay" 1 1 1 "1_Training"
"1046" 201201 2570 2 2 800 0 1 "Union Libre" "Femenino" 12 72.58 "Pay" 1 1 1 "1_Training"
"1047" 201201 2571 0 1 500 0 0 "Casado" "Masculino" 6 87.27 "Pay" 1 1 1 "1_Training"
"1048" 201201 2576 0 0 1500 0 0 "Divorsiado" "Femenino" 18 94.28 "Pay" 1 1 1 "1_Training"
"1049" 201201 2577 0 0 800 1 0 "Casado" "Masculino" 12 72.58 "Pay" 1 1 1 "1_Training"
"1050" 201201 2578 0 0 1300 1 0 "Viudo" "Femenino" 18 81.71 "Pay" 1 1 1 "1_Training"
"1051" 201201 2581 3 3 1000 0 0 "Divorsiado" "Masculino" 12 90.73 "Pay" 1 1 1 "1_Training"
"1052" 201201 2582 0 0 1500 0 0 "Casado" "Femenino" 18 94.28 "Pay" 1 1 1 "1_Training"
"1053" 201201 2585 0 0 1400 1 0 "Union Libre" "Femenino" 18 88 "Pay" 1 1 1 "1_Training"
"1054" 201201 2589 0 0 1200 0 0 "Divorsiado" "Masculino" 18 75.43 "Pay" 1 1 1 "1_Training"
"1055" 201201 2590 5 5 1000 1 1 "Soltero" "Femenino" 12 90.73 "Pay" 1 1 1 "1_Training"
"1056" 201201 2592 3 3 500 0 0 "Divorsiado" "Masculino" 6 87.27 "Pay" 1 1 1 "1_Training"
"1057" 201201 2595 3 3 900 0 0 "Casado" "Masculino" 12 81.66 "Pay" 1 1 1 "1_Training"
"1058" 201201 2599 9 9 1300 0 0 "Divorsiado" "Masculino" 18 81.71 "Indte" -1 0 1 "1_Training"
"1059" 201201 2602 7 7 1400 0 0 "Divorsiado" "Femenino" 18 88 "Pay" 1 1 1 "1_Training"
"1060" 201201 2605 0 0 900 0 0 "Divorsiado" "Masculino" 12 81.66 "Pay" 1 1 1 "1_Training"
"1061" 201201 2606 2 2 800 1 1 "Divorsiado" "Femenino" 12 72.58 "Pay" 1 1 1 "1_Training"
"1062" 201201 2607 8 8 1000 0 0 "Casado" "Femenino" 12 90.73 "Indte" -1 0 1 "1_Training"
"1063" 201201 2609 0 0 1000 0 0 "Casado" "Masculino" 12 90.73 "Pay" 1 1 1 "1_Training"
"1064" 201201 2610 0 0 1000 0 0 "Divorsiado" "Masculino" 12 90.73 "Pay" 1 1 1 "1_Training"
"1065" 201201 2612 1 1 900 0 0 "Soltero" "Masculino" 12 81.66 "Pay" 1 1 1 "1_Training"
"1066" 201201 2614 3 3 1200 0 0 "Viudo" "Masculino" 18 75.43 "Pay" 1 1 1 "1_Training"
"1067" 201201 2616 3 3 1000 0 0 "Divorsiado" "Masculino" 12 90.73 "Pay" 1 1 1 "1_Training"
"1068" 201201 2618 0 0 900 1 0 "Divorsiado" "Masculino" 12 81.66 "Pay" 1 1 1 "1_Training"
"1069" 201201 2619 0 1 700 1 1 "Divorsiado" "Masculino" 12 63.51 "Pay" 1 1 1 "1_Training"
"1070" 201201 2622 2 2 1100 0 0 "Casado" "Femenino" 18 69.14 "Pay" 1 1 1 "1_Training"
"1071" 201201 2623 0 0 1400 1 0 "Divorsiado" "Masculino" 18 88 "Pay" 1 1 1 "1_Training"
"1072" 201201 2624 2 2 1200 0 0 "Casado" "Masculino" 18 75.43 "Pay" 1 1 1 "1_Training"
"1073" 201201 2627 1 1 1500 0 0 "Casado" "Femenino" 18 94.28 "Pay" 1 1 1 "1_Training"
"1074" 201201 2628 2 2 1200 0 0 "Divorsiado" "Masculino" 18 75.43 "Pay" 1 1 1 "1_Training"
"1075" 201201 2630 2 4 700 0 0 "Soltero" "Masculino" 12 63.51 "Pay" 1 1 1 "1_Training"
"1076" 201201 2635 0 0 1200 0 0 "Divorsiado" "Masculino" 18 75.43 "Pay" 1 1 1 "1_Training"
"1077" 201201 2636 2 2 900 0 0 "Casado" "Masculino" 12 81.66 "Pay" 1 1 1 "1_Training"
"1078" 201201 2640 3 3 1400 0 0 "Union Libre" "Masculino" 18 88 "Pay" 1 1 1 "1_Training"
"1079" 201201 2641 5 5 1400 0 0 "Divorsiado" "Femenino" 18 88 "Pay" 1 1 1 "1_Training"
"1080" 201201 2642 1 3 800 0 0 "Casado" "Masculino" 12 72.58 "Pay" 1 1 1 "1_Training"
"1081" 201201 2643 0 0 900 0 0 "Divorsiado" "Femenino" 12 81.66 "Pay" 1 1 1 "1_Training"
"1082" 201201 2645 2 2 900 0 0 "Casado" "Masculino" 12 81.66 "Pay" 1 1 1 "1_Training"
"1083" 201201 2650 2 2 1300 0 0 "Casado" "Masculino" 18 81.71 "Pay" 1 1 1 "1_Training"
"1084" 201201 2652 3 3 800 1 0 "Divorsiado" "Masculino" 12 72.58 "Pay" 1 1 1 "1_Training"
"1085" 201201 2659 2 2 900 0 0 "Casado" "Masculino" 12 81.66 "Pay" 1 1 1 "1_Training"
"1086" 201201 2660 3 3 900 0 0 "Casado" "Masculino" 12 81.66 "Pay" 1 1 1 "1_Training"
"1087" 201201 2661 0 0 1100 1 0 "Divorsiado" "Masculino" 18 69.14 "Pay" 1 1 1 "1_Training"
"1088" 201201 2662 0 0 700 0 0 "Casado" "Masculino" 12 63.51 "Pay" 1 1 1 "1_Training"
"1089" 201201 2663 1 3 500 0 0 "Casado" "Femenino" 6 87.27 "Pay" 1 1 1 "1_Training"
"1090" 201201 2664 2 2 1100 0 0 "Casado" "Masculino" 18 69.14 "Pay" 1 1 1 "1_Training"
"1091" 201201 2668 0 0 1000 0 0 "Soltero" "Masculino" 12 90.73 "Pay" 1 1 1 "1_Training"
"1092" 201201 2670 3 3 500 1 0 "Divorsiado" "Masculino" 6 87.27 "Pay" 1 1 1 "1_Training"
"1093" 201201 2675 5 5 900 1 0 "Divorsiado" "Masculino" 12 81.66 "Pay" 1 1 1 "1_Training"
"1094" 201201 2676 2 2 600 1 0 "Soltero" "Femenino" 12 54.44 "Pay" 1 1 1 "1_Training"
"1095" 201201 2684 0 0 1200 0 0 "Casado" "Femenino" 18 75.43 "Pay" 1 1 1 "1_Training"
"1096" 201201 2686 6 6 900 1 0 "Casado" "Masculino" 12 81.66 "Pay" 1 1 1 "1_Training"
"1097" 201201 2687 5 7 1100 1 0 "Union Libre" "Masculino" 18 69.14 "Pay" 1 1 1 "1_Training"
"1098" 201201 2690 0 0 1000 1 0 "Divorsiado" "Masculino" 12 90.73 "Pay" 1 1 1 "1_Training"
"1099" 201201 2694 1 3 700 0 0 "Divorsiado" "Masculino" 12 63.51 "Pay" 1 1 1 "1_Training"
"1100" 201201 2695 1 1 900 1 1 "Union Libre" "Masculino" 12 81.66 "Pay" 1 1 1 "1_Training"
"1101" 201201 2696 0 0 1500 0 0 "Divorsiado" "Masculino" 18 94.28 "Pay" 1 1 1 "1_Training"
"1102" 201201 2699 6 6 900 1 0 "Casado" "Femenino" 12 81.66 "Pay" 1 1 1 "1_Training"
"1103" 201201 2700 3 3 1500 0 0 "Divorsiado" "Masculino" 18 94.28 "Pay" 1 1 1 "1_Training"
"1104" 201201 2703 4 4 1200 0 0 "Divorsiado" "Masculino" 18 75.43 "Pay" 1 1 1 "1_Training"
"1105" 201201 2705 0 0 1500 0 0 "Casado" "Masculino" 18 94.28 "Pay" 1 1 1 "1_Training"
"1106" 201201 2707 7 7 1000 0 0 "Union Libre" "Masculino" 12 90.73 "Pay" 1 1 1 "1_Training"
"1107" 201201 2709 1 3 700 1 0 "Soltero" "Femenino" 12 63.51 "Pay" 1 1 1 "1_Training"
"1108" 201201 2712 1 1 1300 0 0 "Casado" "Masculino" 18 81.71 "Pay" 1 1 1 "1_Training"
"1109" 201201 2714 2 2 900 0 0 "Soltero" "Femenino" 12 81.66 "Pay" 1 1 1 "1_Training"
"1110" 201201 2717 5 5 1400 0 0 "Casado" "Femenino" 18 88 "Pay" 1 1 1 "1_Training"
"1111" 201201 2718 0 0 1000 0 0 "Divorsiado" "Masculino" 12 90.73 "Pay" 1 1 1 "1_Training"
"1112" 201201 2722 0 0 1000 1 0 "Casado" "Masculino" 12 90.73 "Pay" 1 1 1 "1_Training"
"1113" 201201 2723 3 3 1200 0 0 "Union Libre" "Masculino" 18 75.43 "Pay" 1 1 1 "1_Training"
"1114" 201201 2727 1 1 600 0 0 "Soltero" "Masculino" 12 54.44 "Pay" 1 1 1 "1_Training"
"1115" 201201 2728 0 0 800 0 1 "Casado" "Masculino" 12 72.58 "Pay" 1 1 1 "1_Training"
"1116" 201201 2729 6 6 1300 0 0 "Casado" "Masculino" 18 81.71 "Pay" 1 1 1 "1_Training"
"1117" 201201 2730 0 0 900 0 1 "Soltero" "Masculino" 12 81.66 "Pay" 1 1 1 "1_Training"
"1118" 201201 2733 0 0 1000 0 0 "Divorsiado" "Femenino" 12 90.73 "Pay" 1 1 1 "1_Training"
"1119" 201201 2736 5 5 1000 1 0 "Divorsiado" "Masculino" 12 90.73 "Pay" 1 1 1 "1_Training"
"1120" 201201 2737 0 0 1000 1 0 "Casado" "Masculino" 12 90.73 "Pay" 1 1 1 "1_Training"
"1121" 201201 2741 1 4 1000 0 0 "Casado" "Masculino" 12 90.73 "Pay" 1 1 1 "1_Training"
"1122" 201201 2742 1 1 900 0 0 "Union Libre" "Femenino" 12 81.66 "Pay" 1 1 1 "1_Training"
"1123" 201201 2744 0 0 600 1 0 "Divorsiado" "Masculino" 12 54.44 "Pay" 1 1 1 "1_Training"
"1124" 201201 2746 0 0 800 0 0 "Divorsiado" "Masculino" 12 72.58 "Pay" 1 1 1 "1_Training"
"1125" 201201 2750 4 4 900 0 0 "Soltero" "Femenino" 12 81.66 "Pay" 1 1 1 "1_Training"
